Tokens,Tags,__index_level_0__,input_ids,word_ids,attention_masks,labels
"['Ще' 'одна' 'деталь' '–' 'в' 'нас' 'візи' 'тільки' 'по' '22' 'квітня' '('
 'були' '3-місячні' 'мультивізи' ',' 'але' 'ще' 'від' 'січня' '–' 'тому'
 'вже' 'закінчуються' ').']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']",29,"[     101  3147776  2623488 13664256 13664352  2136064  6461440 13664456
  2136064 13664256  2103296 13664456  7641344  3248640  6461440 13664456
  3151872  3248640 13664520  3184640 13664512  2103552 13664520  7641344
  2097472 13664512  2101760 13664352  2097472  3248640 13664520  2103296
  6461696 13664456  2134528 13665128  7641088 13664512  6459904 13664520
  3152128 13664456  2623488  6461696 13664520  6459904 13665128  7641344
  2103296 13664512  3248640 13664520  3184640 13664512 13664456  7641088
 13664256  3147776  2623488 13664256  3248640 13664520  2136064  3152128
 13664520  2623488  6461696 13664456  2103296 13664352  6459904 13665128
  3248640  3180544 13664256  3184640 13664456  2097472 13664520  6461440
  2623488 13665128 13665128  2103552  3152128 13664456      102]","[nan  0.  0.  0.  1.  1.  1.  1.  2.  2.  2.  2.  2.  4.  5.  5.  5.  6.
  6.  6.  6.  7.  7.  7.  7.  7.  8.  8. 10. 10. 10. 10. 10. 10. 12. 12.
 12. 12. 13. 13. 13. 13. 13. 13. 13. 14. 14. 14. 14. 14. 14. 14. 14. 14.
 16. 16. 16. 17. 17. 17. 18. 18. 18. 19. 19. 19. 19. 19. 21. 21. 21. 21.
 22. 22. 22. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0 -100]"
"['Тому' 'якщо' 'ми' 'не' 'зможемо' 'вибратися' 'до' 'четверга' '–'
 'можуть' 'бути' 'проблеми' ')))' 'Можливо' 'доведеться' 'зв’язуватися'
 'з' 'нашим' 'посольством/консульством' 'України' 'в' 'Голландії' '.']","['O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'B-ORG' 'I-ORG' 'I-ORG' 'I-ORG' 'O']",30,"[     101  2103296 13664352  6459904 13665128  5275904 13664456  2097472
  3147776  2623488 13664352  6459904 13664512  6461440 13664256  3184640
  6459904 13664352  3180544 13664256  6459904 13664352  3248640 13664512
  2134528  7378944 13664456  2103296 13664512  3152128 13664456  2136064
 13664352  2623488 13664256  2103296  3248640 13664256  7378944  7372800
 13664456  6459904 13664352  3180544 13665128  2103552  2134528 13665128
  2103296 13664512  2101760  7378944 13664352  2134528  7641088 13664256
  6459904 13664512  6459904 13664352  3180544  7641088 13664512  3248640
 13664352  2136064 13664352  3248640 13664256  2136064 13664256  2103552
  3152128 13664456  3184640  3248640 13664456  3184640 13665128  3248640
 13664456  2103296 13664512  3152128 13664456  3184640  6461440 13664456
  3147776 13664512  6459904  2101760 13664352  3151872 13664352  7641344
  3151872  2103296  3248640 13664352  6459904  2097472 13664352  6461440
  3151872 13665128  7641344  3151872  2103296  3248640 13664352  6459904
 13665128  2097472  7378944 13664456  5275904 13664520  6461440 13664512
  3248640  7372800 13664352  7641088  7641088 13664456  6461440  2136320
 13664520  5275904 13664520      102]","[nan  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  2.  2.  3.  3.  4.  4.  4.
  4.  4.  4.  4.  5.  5.  5.  5.  5.  5.  5.  5.  5.  6.  6.  7.  7.  7.
  7.  7.  7.  7.  7.  9.  9.  9.  9.  9. 10. 10. 10. 10. 11. 11. 11. 11.
 11. 11. 11. 11. 13. 13. 13. 13. 13. 13. 13. 14. 14. 14. 14. 14. 14. 14.
 14. 14. 15. 15. 15. 15. 15. 15. 15. 15. 15. 15. 15. 16. 17. 17. 17. 17.
 17. 18. 18. 18. 18. 18. 18. 18. 18. 18. 18. 18. 18. 18. 18. 18. 18. 18.
 18. 18. 18. 18. 19. 19. 19. 19. 19. 19. 19. 19. 20. 21. 21. 21. 21. 21.
 21. 21. 21. 21. 21. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    5    5    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    7    7    7    7    7    7    7
    7    7    7    7    7    7    7    7    7    7    7    7    7    7
    8    8    8    8    8    8    8    8    8    8    8    8    8    8
    8    8    8    8    8 -100]"
['Вот' 'так' 'і' 'сидимо' 'в' 'Амстердамі' '.'],['O' 'O' 'O' 'O' 'O' 'B-GPE' 'O'],31,"[     101  3248640 13664352  2103296  2103296 13664456  2097472 13664520
  3151872 13664512  2136064 13664512  6459904 13664352  3248640 13664456
  6459904  3151872  2103296 13664256  7378944  2136064 13664456  6459904
 13664520      102]","[nan  0.  0.  0.  1.  1.  1.  2.  3.  3.  3.  3.  3.  3.  4.  5.  5.  5.
  5.  5.  5.  5.  5.  5.  5. nan]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    3    3    3    3    3    3    3    3    3    3 -100]"
"['Нащастя' '–' 'тут' 'є' 'ще' 'багато' 'місць' ',' 'в' 'яких' 'ми' 'ще'
 'не' 'були' '–' 'тому' 'маємо' 'можливість' 'подивитися' 'на' 'все' 'що'
 'хотіли']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O']",32,"[     101  6461440 13664456  3147776  2623488 13664456  3151872  2103552
 13664456  2103296 13665128  2103296  5275904 13664256  3147776  2623488
 13664256  2134528 13664456  7372800 13664456  2103296 13664352  6459904
 13664520  3151872  2627840  3248640  5275904 13664456  2097472 13664512
  3146048  6459904 13664512  3147776  2623488 13664256  6461440 13664256
  2134528 13665128  7641088 13664512  2103296 13664352  6459904 13665128
  6459904 13664456 13664256  6459904 13664352  6459904 13664352  3180544
  7641088 13664512  3248640 13664520  3151872  2103552  2101760 13664352
  2136064 13664512  3248640 13664512  2103296 13664512  3152128 13664456
  6461440 13664456  3248640  3151872 13664256  3147776  2623488 13664352
  3146048 13664352  2103552 13664520  7641088 13664512      102]","[nan  0.  0.  0.  0.  0.  0.  0.  0.  2.  2.  2.  3.  3.  4.  4.  4.  5.
  5.  5.  5.  5.  5.  6.  6.  6.  6.  8.  9.  9.  9.  9.  9. 10. 10. 11.
 11. 11. 12. 12. 13. 13. 13. 13. 15. 15. 15. 15. 16. 16. 16. 16. 16. 17.
 17. 17. 17. 17. 17. 17. 17. 17. 18. 18. 18. 18. 18. 18. 18. 18. 18. 18.
 19. 19. 20. 20. 20. 21. 21. 21. 22. 22. 22. 22. 22. 22. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    5    5    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0 -100]"
"['На' 'Сумщині' 'відбувся' 'землетрус' 'в' '4,6' 'бала']",['O' 'B-GPE' 'O' 'O' 'O' 'O' 'O'],33,"[     101  6461440 13664456  3151872 13665128  6459904  3147776  2623488
 13664512  6461696 13664520  3248640 13664520  2136064  2134528 13665128
  3248640  3152128 13664456  3184640 13664256  6459904  7641088 13664256
  2103296  7378944 13665128  3151872  3248640  2134528 13664456  7641088
 13664456      102]","[nan  0.  0.  1.  1.  1.  1.  1.  1.  1.  1.  2.  2.  2.  2.  2.  2.  2.
  2.  3.  3.  3.  3.  3.  3.  3.  3.  3.  4.  6.  6.  6.  6. nan]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    3    3    3    3    3    3    3    3    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0 -100]"
"['За' 'даними' 'Європейсько' '–' 'середньоземноморського'
 'сейсмологічного' 'центру' '(' 'European' '-' 'Mediterranean'
 'Seismological' 'Centre' '),' 'сьогодні' ',' '3' 'лютого' '2015' 'року'
 ',' 'о' '7' 'годині' '56' 'хвилин' 'на' 'території' 'Сумської' 'області'
 'відбувся' 'землетрус' 'силою' '4,6' 'бала' '.']","['O' 'O' 'B-ORG' 'I-ORG' 'I-ORG' 'I-ORG' 'I-ORG' 'O' 'B-ORG' 'I-ORG'
 'I-ORG' 'I-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'B-GPE' 'I-GPE' 'I-GPE' 'I-GPE' 'O' 'O' 'O' 'O' 'O' 'O']",34,"[     101  3184640 13664456  2136064 13664456  6461440 13664512  6459904
 13664512  5275904 13664256  3248640  7378944 13664352  2101760 13664256
  5275904  3152128  2097472 13664352  3151872 13664256  7378944 13664256
  2136064  6461696 13664352  3184640 13664256  6459904  6461440 13664352
  6459904 13664352  7378944  3152128  2097472 13664352  7372800 13664352
  3151872 13664256  5275904  3151872  6459904 13664352  7641088 13664352
  7372800 13664520  2623488  6461440 13664352  7372800 13664352  2627584
 13664256  6461440  2103296  7378944 13665128 13664264 13665128  7378944
 13664360  2101760 13664264 13664392  6461440  6459904 13664264  2136064
 13664520  2103296 13664264  7378944  7378944 13664392  6461440 13664264
 13664392  6461440  3151872 13664264 13664520  3151872  6459904 13664360
  7641088 13664360 13664520  2097408 13664392  7641088  2097408 13664264
  6461440  2103296  7378944 13664264  3152128 13664352  7372800 13664352
  2136064  6461696 13664520  7641344 13665128  2103296 13664352  7372800
 13664352  7378944 13664352  2097472 13665128 13664352  7372800 13664352
  2136064 13664512  6461696 13664520  3146048  3248640 13664512  7641088
 13664512  6461440  6461440 13664456  2103296 13664256  7378944 13664512
  2103296 13664352  7379200 13664520  5275904 13664520  3151872 13665128
  6459904  3152128  2097472 13664352  5275904 13664520 13664352  2134528
  7641088 13664456  3151872  2103552 13664520  3248640 13664520  2136064
  2134528 13665128  3248640  3152128 13664456  3184640 13664256  6459904
  7641088 13664256  2103296  7378944 13665128  3151872  3151872 13664512
  7641088 13664352 13665128  2134528 13664456  7641088 13664456      102]","[nan  0.  0.  1.  1.  1.  1.  1.  1.  2.  2.  2.  2.  2.  2.  2.  2.  2.
  2.  2.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.
  4.  4.  4.  4.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.
  5.  6.  6.  6.  6.  6.  6.  8.  8.  8.  8.  8.  8.  8.  8. 10. 10. 10.
 10. 10. 10. 10. 10. 10. 10. 10. 10. 10. 11. 11. 11. 11. 11. 11. 11. 11.
 11. 11. 11. 11. 12. 12. 12. 12. 12. 12. 14. 14. 14. 14. 14. 14. 14. 17.
 17. 17. 17. 17. 17. 19. 19. 19. 19. 21. 23. 23. 23. 23. 23. 23. 25. 25.
 25. 25. 25. 25. 26. 26. 27. 27. 27. 27. 27. 27. 27. 27. 27. 27. 28. 28.
 28. 28. 28. 28. 28. 28. 29. 29. 29. 29. 29. 29. 29. 30. 30. 30. 30. 30.
 30. 30. 30. 31. 31. 31. 31. 31. 31. 31. 31. 31. 32. 32. 32. 32. 32. 34.
 34. 34. 34. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    7    7    7    7    7
    7    7    7    7    7    7    8    8    8    8    8    8    8    8
    8    8    8    8    8    8    8    8    8    8    8    8    8    8
    8    8    8    8    8    8    8    8    8    8    8    8    8    8
    8    8    8    8    8    7    7    7    7    7    7    7    7    8
    8    8    8    8    8    8    8    8    8    8    8    8    8    8
    8    8    8    8    8    8    8    8    8    8    8    8    8    8
    8    8    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    3    3    4    4    4    4    4    4    4    4
    4    4    4    4    4    4    4    4    4    4    4    4    4    4
    4    4    4    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0 -100]"
"['Епіцентр' 'його' 'знаходився' 'на' 'глибині' '10' 'кілометрів'
 'неподалік' 'села' 'Василівка' ',' 'що' 'в' 'Лебединському' 'районі' '.']","['B-LOC' 'I-LOC' 'I-LOC' 'I-LOC' 'I-LOC' 'I-LOC' 'I-LOC' 'I-LOC' 'I-LOC'
 'I-LOC' 'I-LOC' 'I-LOC' 'I-LOC' 'I-LOC' 'I-LOC' 'O']",35,"[     101 13664256  2101760 13664520  2627584 13664256  6461440  2103296
  7378944  5275904 13664352  7372800 13664352  3184640  6461440 13664456
  3146048 13664352  2136064 13664512  3248640  3152128 13664456  6461440
 13664456  7372800  7641088 13664512  2134528 13664512  6461696 13664520
  2097472 13664520  7641088 13664352  6459904 13664256  2103296  7379200
 13664520  3248640  6461440 13664256  2101760 13664352  2136064 13664456
  7641344 13664520  2097472  3151872 13664256  7641088 13664456  3248640
 13664456  3151872 13664512  7641344 13664520  3248640  2097472 13664456
  3147776  2623488 13664352  3248640  7641088 13664256  2134528 13664256
  2136064 13664512  6461440  3152128  2097472 13664352  6459904 13665128
  7378944 13664456  5275904 13664352  6461696 13664520      102]","[nan  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  2.  2.  2.  2.  2.
  2.  2.  2.  2.  2.  3.  3.  4.  4.  4.  4.  4.  4.  4.  6.  6.  6.  6.
  6.  6.  6.  6.  6.  6.  7.  7.  7.  7.  7.  7.  7.  7.  7.  8.  8.  8.
  8.  9.  9.  9.  9.  9.  9.  9.  9.  9. 11. 11. 11. 12. 13. 13. 13. 13.
 13. 13. 13. 13. 13. 13. 13. 13. 14. 14. 14. 14. 14. 14. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    1    1    1    1    1    1    1    1    2    2    2    2    2
    2    2    2    2    2    2    2    2    2    2    2    2    2    2
    2    2    2    2    2    2    2    2    2    2    2    2    2    2
    2    2    2    2    2    2    2    2    2    2    2    2    2    2
    2    2    2    2    2    2    2    2    2    2    2    2    2    2
    2    2    2    2    2    2    2    2    2    2    2    2    2    2
    2    2 -100]"
"['Це' 'в' '51' 'кілометрі' 'від' 'Сум' 'і' '21' 'кілометрі' 'від'
 'Лебедина' '.']","['B-GPE' 'B-LOC' 'I-LOC' 'I-LOC' 'I-LOC' 'I-LOC' 'O' 'B-LOC' 'I-LOC'
 'I-LOC' 'I-LOC' 'O']",36,"[     101  2627584 13664256  3248640  2097472 13664520  7641088 13664352
  6459904 13664256  2103296  7379200 13664520  3248640 13664520  2136064
  3151872 13665128  6459904 13664520  2097472 13664520  7641088 13664352
  6459904 13664256  2103296  7379200 13664520  3248640 13664520  2136064
  7641088 13664256  2134528 13664256  2136064 13664512  6461440 13664456
      102]","[nan  0.  0.  1.  3.  3.  3.  3.  3.  3.  3.  3.  3.  4.  4.  4.  5.  5.
  5.  6.  8.  8.  8.  8.  8.  8.  8.  8.  8.  9.  9.  9. 10. 10. 10. 10.
 10. 10. 10. 10. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1]","[-100    3    3    1    2    2    2    2    2    2    2    2    2    2
    2    2    2    2    2    0    2    2    2    2    2    2    2    2
    2    2    2    2    2    2    2    2    2    2    2    2 -100]"
['Про' 'завдану' 'шкоду' 'не' 'повідомляється' '.'],['O' 'O' 'O' 'O' 'O' 'O'],37,"[     101  2101760  7378944 13664352  3184640 13664456  3248640  2136064
 13664456  6461440 13665128  3147776  2097472 13664352  2136064 13665128
  6461440 13664256  2101760 13664352  3248640 13664520  2136064 13664352
  6459904  7641344 13664456 13664256  2103552  3152128 13664456      102]","[nan  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.  2.  2.  2.  2.  2.  3.  3.
  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4. nan]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0 -100]"
"['Відповідно' 'шкали' 'Ріхтера' ',' 'землетрус' 'магнітудою' '4,0' '-'
 '5,0' 'балів' 'є' 'помірним' '.']",['B-PER' 'I-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],38,"[     101  3248640 13664520  2136064  2101760 13664352  3248640 13664520
  2136064  6461440 13664352  3147776  2097472 13664456  7641088 13664512
  7379200 13664520  3146048  2103296 13664256  7378944 13664456  3184640
 13664256  6459904  7641088 13664256  2103296  7378944 13665128  3151872
  6459904 13664456  7372800  6461696 13664520  2103296 13665128  2136064
 13664352 13665128  2134528 13664456  7641344 13664520  3248640  5275904
 13664256  2101760 13664352  6459904 13664520  7378944  6461440 13664512
  6459904      102]","[nan  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  2.  2.
  2.  2.  2.  2.  2.  4.  4.  4.  4.  4.  4.  4.  4.  4.  5.  5.  5.  5.
  5.  5.  5.  5.  5.  5.  9.  9.  9.  9.  9. 10. 10. 11. 11. 11. 11. 11.
 11. 11. 11. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    5    5    5    5    5    5    5    5    5    5    6    6    6
    6    6    6    6    6    6    6    6    6    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0 -100]"
"['Його' 'можуть' 'відчувати' 'ті' ',' 'хто' 'перебуває' 'в' 'приміщенні'
 'через' 'хитання' 'предметів' 'та' 'характерному' 'звуку' 'скла' '.']","['O' 'O' 'O' 'B-PER' 'O' 'B-PER' 'I-PER' 'I-PER' 'I-PER' 'I-PER' 'I-PER'
 'I-PER' 'I-PER' 'I-PER' 'I-PER' 'I-PER' 'O']",39,"[     101  5275904 13664352  7372800 13664352  6459904 13664352  3180544
 13665128  2103552  3248640 13664520  2136064  2623488 13665128  3248640
 13664456  2103296 13664512  2103552 13664520  3146048  2103296 13664352
  2101760 13664256  7378944 13664256  2134528 13665128  3248640 13664456
 13664256  3248640  2101760  7378944 13664512  6459904 13664520  3147776
  2623488 13664256  6461440  6461696 13664520  2623488 13664256  7378944
 13664256  3184640  3146048 13664512  2103296 13664456  6461440  6461696
 13664456  2101760  7378944 13664256  2136064  6459904 13664256  2103552
 13664520  3248640  2103296 13664456  3146048 13664456  7378944 13664456
  2097472  2103296 13664256  7378944  6461440 13664352  6459904 13665128
  3184640  3248640 13665128  2097472 13665128  3151872  2097472  7641088
 13664456      102]","[nan  0.  0.  0.  0.  1.  1.  1.  1.  1.  2.  2.  2.  2.  2.  2.  2.  2.
  2.  3.  3.  5.  5.  5.  6.  6.  6.  6.  6.  6.  6.  6.  6.  7.  8.  8.
  8.  8.  8.  8.  8.  8.  8.  8.  8.  9.  9.  9.  9.  9. 10. 10. 10. 10.
 10. 10. 10. 11. 11. 11. 11. 11. 11. 11. 11. 11. 12. 12. 13. 13. 13. 13.
 13. 13. 13. 13. 13. 13. 13. 13. 14. 14. 14. 14. 14. 15. 15. 15. 15. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    5    5    5    5    5    6    6    6    6
    6    6    6    6    6    6    6    6    6    6    6    6    6    6
    6    6    6    6    6    6    6    6    6    6    6    6    6    6
    6    6    6    6    6    6    6    6    6    6    6    6    6    6
    6    6    6    6    6    6    6    6    6    6    6    6    6    6
    6    6    6    6    6 -100]"
"['А' 'за' 'межами' 'приміщення' 'землетрус' 'можна' 'й' 'не' 'помітити'
 '.']",['O' 'B-LOC' 'I-LOC' 'I-LOC' 'O' 'O' 'O' 'O' 'O' 'O'],40,"[     101 13664456  3184640 13664456  6459904 13664256  3180544 13664456
  6459904 13664512  2101760  7378944 13664512  6459904 13664520  3147776
  2623488 13664256  6461440  6461696 13664456  3184640 13664256  6459904
  7641088 13664256  2103296  7378944 13665128  3151872  6459904 13664352
  3180544  6461440 13664456  5275904  6461440 13664256  2101760 13664352
  6459904 13664520  2103296 13664512  2103296 13664512      102]","[nan  0.  1.  1.  2.  2.  2.  2.  2.  2.  3.  3.  3.  3.  3.  3.  3.  3.
  3.  3.  3.  4.  4.  4.  4.  4.  4.  4.  4.  4.  5.  5.  5.  5.  5.  6.
  7.  7.  8.  8.  8.  8.  8.  8.  8.  8. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1]","[-100    0    1    1    2    2    2    2    2    2    2    2    2    2
    2    2    2    2    2    2    2    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0 -100]"
"['Жителі' 'Гадяцького' 'району' 'сусідньої' 'Полтавської' 'області' 'теж'
 'відчували' 'незначні' 'коливання' 'землі' '…']","['B-PER' 'I-PER' 'I-PER' 'I-PER' 'I-PER' 'I-PER' 'O' 'O' 'O' 'O' 'B-LOC'
 'O']",41,"[     101  3180544 13664512  2103296 13664256  7641344 13664520  7372800
 13664456  2136320 13664456  2627840  2097472 13664352  7372800 13664352
  7378944 13664456  5275904 13664352  6461440 13665128  3151872 13665128
  3152128 13664520  2136064  6461696 13664352  5275904 13664520  2101760
 13664352  7641088  2103296 13664456  3248640  3152128  2097472 13664352
  5275904 13664520 13664352  2134528  7641088 13664456  3151872  2103552
 13664520  2103296 13664256  3180544  3248640 13664520  2136064  2623488
 13665128  3248640 13664456  7641088 13664512  6461440 13664256  3184640
  6461440 13664456  2623488  6461696 13664520  2097472 13664352  7641088
 13664512  3248640 13664456  6461440  6461696 13664456  3184640 13664256
  6459904  7641344 13664520      102]","[nan  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.  1.  1.  2.  2.
  2.  2.  2.  2.  3.  3.  3.  3.  3.  3.  3.  3.  3.  4.  4.  4.  4.  4.
  4.  4.  4.  4.  4.  4.  5.  5.  5.  5.  5.  5.  5.  6.  6.  6.  7.  7.
  7.  7.  7.  7.  7.  7.  7.  8.  8.  8.  8.  8.  8.  8.  8.  9.  9.  9.
  9.  9.  9.  9.  9.  9. 10. 10. 10. 10. 10. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1]","[-100    5    5    5    5    5    5    6    6    6    6    6    6    6
    6    6    6    6    6    6    6    6    6    6    6    6    6    6
    6    6    6    6    6    6    6    6    6    6    6    6    6    6
    6    6    6    6    6    6    6    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    1    1    1    1    1 -100]"
